POLICY_ID,PREMIUM,AGENT_NAME
POLICY-9d4cf88e-4d25-4953-bffc-e937a5bc8912,4676.57,Christopher Thomas
POLICY-9d4ee888-bdee-4588-9559-fc28eadcaefd,2556.73,Dana Brock
POLICY-9d4f00ab-7c7a-43dc-81ee-d2a07e956d68,1795.27,Jennifer Mckinney
POLICY-9d556094-b6fd-4bc2-8bf5-7514550463ce,4593.54,Richard Casey
POLICY-9d616176-9883-4e7e-996c-9b6a1c2653ab,3108.95,Dr. Antonio Turner MD
POLICY-9d74012b-a00f-4678-b865-2c8f9a975645,1909.6,Crystal Benjamin
POLICY-9d7a6279-87e8-44bd-8df2-8a6c296f3ebe,4044.75,Alan Huffman
POLICY-9d858df1-d66e-4d8f-8c47-fccee3c4e6a6,7939.01,Kimberly Marshall
POLICY-9d86eb8d-751d-411f-8876-3c229a82dd5c,16054.38,Robin Jefferson
POLICY-9d916abe-9e07-4072-b8f6-c7e81614a268,5245.27,Kristina Campbell
POLICY-9d9387a1-7489-4c76-af59-be744d72a612,9029.23,Kimberly Brown
POLICY-9d9940bd-02fd-4c95-82cf-e73d219e6c1b,5454.25,Devin Chavez
POLICY-9d9d0ce4-641c-4090-ac40-831422b29ff5,9481.58,Lisa Stewart
POLICY-9d9e3b88-55f0-4a4c-9315-864ed178af14,4448.79,James Lopez
POLICY-9d9edb06-8c44-4813-b355-01fd18913bbd,14567.41,Jennifer Kramer
POLICY-9da1d109-a7c6-445f-8bb8-85caf39c6068,10935.76,Melissa Ray
POLICY-9db23785-d7e7-4fe5-8ab1-3b77012b2b6b,6964.14,Jennifer Travis
POLICY-9dbb1376-9b9d-4b13-9101-c382d3742505,7655.71,Laura Wheeler
POLICY-9dbe278a-dc09-47f5-bf10-787b9ad3aa85,2645.62,Justin Clark
POLICY-9dc35dc1-02a4-4203-b5d7-6e06773df545,585.92,Charles Ball
POLICY-9dcbf792-b787-4b08-8323-faf8e77525c9,9880.64,Raymond Wolf
POLICY-9dd0e5f5-4454-4647-94ad-81eec9db4bc3,12017.81,John Wright
POLICY-9dd265bf-3d20-4690-b70d-ec57d276cd22,8190.64,Jennifer Mueller
POLICY-9ddfb66d-783d-4fe1-bc08-e0256d3fadff,9899.51,Sarah King
POLICY-9de06ce0-0119-4ca1-a909-76cf24027f76,9142.97,Loretta Phillips
POLICY-9de707f6-52d9-4dd1-98c7-bdf683a6872e,504.14,Brian Wilson
POLICY-9e070f0a-09df-47b4-811f-ac76c942ba26,10597.93,Jason Fuller
POLICY-9e0e9f70-8449-4c84-8d8e-1331c01e1ff5,2566.77,Colleen Hill
POLICY-9e164700-0a89-4743-b63f-deb6e2c789b4,19439.38,Holly Walker
POLICY-9e2052e0-12d2-4a10-95a2-5efb3b331f27,2965.87,Adam Henry
POLICY-9e235129-4add-437e-9505-9a8ce061df35,4492.33,Cassandra Schwartz
POLICY-9e2c4a1a-be71-4a57-8311-c236ef1c65ee,10273.79,Steven George
POLICY-9e348b7b-3608-46ec-af73-3081dee3b10d,9684.13,Daniel Williams
POLICY-9e4ed1ea-3f6e-4aa4-9a27-66fe446cfeeb,3397.3,Jerome Livingston
POLICY-9e4ff97b-55c8-4c03-9358-8d6d11dfdae7,5369.15,Nicole Washington
POLICY-9e55e42c-190a-4d92-ad98-216f3fbf61c2,5343.58,Jonathan Pena
POLICY-9e57f3ee-f945-4c89-849d-71b3cf7f0d6a,13951.8,Gabriella Bullock
POLICY-9e5aa224-dc56-4cb0-815a-547b8d6fcae8,3690.15,Jasmin Walsh
POLICY-9e6a5a8a-49de-488c-8a38-af363658dee8,2186.04,Larry Arroyo
POLICY-9e6b05a9-5c0d-4f43-88cc-d08f381d82c6,5858.22,Brenda Clark
POLICY-9e762234-949f-4bce-921e-c9a5b0dcd2fc,2150.56,Dominic Hart
POLICY-9e826b6b-bf5a-4e50-96bd-c01c17112ecf,11631.8,Jason Cook
POLICY-9e8a03bd-8022-4ce2-aa49-39ce9ab586d2,2630.82,Richard Hayes
POLICY-9e8c60d4-1445-4c2e-918a-3c313220906a,6217.15,Jerry Cruz
POLICY-9e95484e-ad3f-4506-852e-7b07199562e3,1341.17,Michael Cardenas
POLICY-9e98d765-90d8-4cd9-a4b3-6ad3970e2928,14209.25,William Reed
POLICY-9e9df151-a49f-4389-bd42-6a32756acba7,3077.21,Erin Ramos
POLICY-9ea22b51-81e7-4f54-83f1-1342d9523e42,8978.33,Nicholas Alexander
POLICY-9ea74f4c-bdf2-4b30-83f9-65c6bcfa4a0f,6185.93,Robert Wilson
POLICY-9eb71c6d-1e6f-4eea-8352-47324775e855,14590.48,Todd Mack
POLICY-9eba1dfb-e37c-4e61-903c-8d2d5340dec9,9722.36,Ethan Walker
POLICY-9ebbaa9f-ff37-4a28-b94f-01a450ab2d0b,1843.8,Dana Brock
POLICY-9ecca0ab-baf5-45ea-9be3-9feb250e3caf,8686.62,Stephanie Smith
POLICY-9ecde4ae-d16a-4eca-88a5-821565301ccd,4693.63,Lauren Harding
POLICY-9ececbcb-a016-4ff1-b8b7-dddaf6d9e522,2856.89,Robert Jenkins
POLICY-9ed364fa-d74e-4788-997c-54564d7ea07a,14667.53,Cindy Whitaker
POLICY-9ed72b53-0c44-46be-8048-77ccb8aa2013,10734.84,Shawn Richardson
POLICY-9ed7d26b-a681-4d80-8a1b-5d3e302a8bd3,6348.21,Barbara Sanders
POLICY-9edda0ed-d638-452b-a7f0-0f799f4b20fe,3961.46,Gina Smith
POLICY-9ee96763-1483-4499-af26-89400768e398,1793.93,Allison Lara
POLICY-9eebd013-f3eb-44c6-a74b-d52ee76c4fd5,3454.71,Colleen Robinson
POLICY-9ef02c47-2258-405d-a1f4-bead055d38a1,17581.86,Robert Arnold
POLICY-9efc3c6c-5c8f-418b-b0b6-5a39143dd87a,11033.35,Caleb Martin
POLICY-9f14cd6a-8c6b-4dce-9bb8-82f60ad2d417,4834.63,Sheena Prince
POLICY-9f178dc0-1c39-4c6c-8981-b0a0fe64d16b,5770.81,Vanessa Ray
POLICY-9f18036a-dfaf-4194-8f15-01fb0094ac11,2456.4,Michael Campbell
POLICY-9f1bcb31-79e5-4b8a-a61d-7f036502d355,2141.5,Brian Ward
POLICY-9f27f3cd-83e6-42f5-b6ce-fc103e66da4b,7881.7,Kristi Anderson
POLICY-9f2cd160-5e21-485d-ba18-c996afd3159c,3405.82,Natalie Santos
POLICY-9f33089d-3b7b-4a41-9cad-c2b23e6e2e14,4775.87,Rachel Clark
POLICY-9f33959f-e9ec-4a30-adb7-e39c55b7db6f,6435.73,Tyler Garcia
POLICY-9f4080c4-bc1c-4107-9544-7b2653f7c93f,13330.73,Robert Williams
POLICY-9f42f015-2430-4849-84d9-aa8b740018e0,2341.07,Ethan Walker
POLICY-9f44918b-91ca-4945-9108-0f4300ba89bc,4129.07,Darrell Anderson
POLICY-9f449ee0-314c-4a7e-ba75-312143c4dc9f,11306.09,Chelsey Horne
POLICY-9f4a1a5c-f834-44c2-a198-857b380852a4,7236.97,Brian Olson
POLICY-9f4e6af7-4b38-47e8-b039-927d37111e83,4110.71,Carrie Martinez
POLICY-9f515bf1-9e34-43c7-b5f0-10fe071b205a,1301.18,Jill Cook
POLICY-9f526b8d-4b63-43f0-b7c3-1ca5b69bd702,3407.9,Peter Lester
POLICY-9f530e1c-fd9e-45e3-af1d-9f87f8be43aa,3636.7,Joshua Nelson
POLICY-9f618d5c-fa6d-4aaa-9eac-45c0af98893b,3880.75,Jerome Livingston
POLICY-9f61abf8-13f2-4d7e-a104-6641ffd61609,6509.06,Thomas Johnson
POLICY-9f65389f-4b15-4bed-bf9b-b53b41684e04,5789.59,Joshua Gonzalez
POLICY-9f653aac-5bba-4ea2-9dac-a6ac06afa355,3319.04,Darrell Anderson
POLICY-9f6b3793-bdcf-4246-9e31-b53ea47855f2,3358.3,Thomas Johnson
POLICY-9f6c07e9-3827-4f26-910d-838210ac19e1,6031.69,Jo Huerta
POLICY-9f71d975-37fd-45e4-911f-a7b244c6b6bb,2936.7,John Sanders
POLICY-9f7b6fde-2439-452c-a05e-17d3458264c5,1076.35,Michael Gibson
POLICY-9f812d83-926f-418e-8195-76cbe578840e,1711.38,Suzanne Miller
POLICY-9f8bafb3-fd9b-45e3-bac6-b06c247f6f8e,8610.69,Chad Washington
POLICY-9f93ea9d-4bac-4279-b034-b8b4c15cba78,1075.11,Sara Marshall
POLICY-9f980284-b6d5-41c5-9843-5db226a842b8,6532.77,Jennifer Kramer
POLICY-9f9a2b94-e1ce-4d70-ba19-8c2498709da7,7579.82,Gregory Jones
POLICY-9f9fc3c0-51e9-45ac-9797-382f629361b1,3729.82,Thomas Pham
POLICY-9fa9a64d-8c24-46eb-9543-ae4aeb527446,5425.66,John Jones
POLICY-9faa7e44-9b6f-4b01-9a93-7cecdd3d5a86,15831.29,Daniel Martin
POLICY-9fbb8b40-bf9b-4009-865b-d43481756cf0,4413.01,Mario Scott
POLICY-9fc34990-6461-43d9-b186-ef5c062002da,3866.59,Michelle Garcia
POLICY-9fc8733b-279b-4b56-8744-4479d4a1a6dc,1689.85,Brian Ward
POLICY-9fcd22f7-40fd-4857-89cc-684383f47639,815.25,William Garcia
POLICY-9fcdf74d-988f-4251-aa75-d4997171fa54,3124.56,Gabriella Bullock
POLICY-9fd4b58e-9ec3-4c21-8df8-d34687481d99,3129.16,Jared Schneider
POLICY-9fd57f80-4bcd-4fed-a97f-99c59db43916,5678.3,David Novak
POLICY-9fd699dd-ac8f-44d2-b544-c55b11485b29,11214.3,Robert Kim DDS
POLICY-9fd8761c-c1a9-4e4e-b27b-c24ab2dc5bcf,8153.72,Jacob Short MD
POLICY-9fd95896-525c-4b2f-96fe-a1f9cdeb7a08,2812.28,Lisa Bryan
POLICY-9fdeee00-5106-4a5e-845c-e01d8179db11,3924.25,Jennifer Perez
POLICY-9fdf19a6-862f-47f8-bbb0-43c71d944f0e,6848.09,Kimberly Brown
POLICY-9fdf90bd-93c2-45de-b1c8-0fcfc19348ae,8720.28,Joseph Butler
POLICY-9fe24813-7fe2-4335-8a03-32894e60c9ec,5668.97,Travis Roth
POLICY-9ffaafd7-0c43-4d7b-8c1b-bd235a185b39,13184.48,Kimberly Leonard
POLICY-9ffde4a8-dbf5-4569-b511-91ba0e6a4134,2375.83,Erica Davis
POLICY-a00374df-4e77-4695-aba8-9ff87e0d1738,7204.71,Stephanie Delacruz
POLICY-a0052a27-0376-48a8-aab3-1835eec92f16,12964.75,James Wall
POLICY-a006a8db-efed-4dc0-a08c-c16fadfdd35a,8887.7,Alexander Cox
POLICY-a008f2f6-5b72-4bab-8abe-a90c82181330,10027.71,Timothy Webster
POLICY-a0112c3a-326b-4b7b-9db9-ac8ad83cda5c,4047.7,Jeffrey Russell
POLICY-a015b0cf-9684-4f79-867a-ba7cf91fbf68,2713.42,Michelle Simpson
POLICY-a016f069-9603-4048-be5f-6cd885f2c2bc,7742.06,Kimberly Leonard
POLICY-a0191d4c-f8fa-4412-a88a-d55daff97334,6075.08,Amy Lane
POLICY-a019b8b4-6ba7-4cfe-8d86-dec90782b4f0,14029.99,Tyler Garcia
POLICY-a01e996f-8975-4a24-b36a-13405f759ae7,13532.6,Lori Harrison
POLICY-a01f5cd3-9f65-4ae7-af24-39624e9487c6,2413.48,Robin Hammond
POLICY-a01f6ec5-ee98-4dfe-b2d9-371b29626b6c,5226.53,John Jones
POLICY-a031f4b8-afd8-4f34-ab88-0afe0f552918,14391.97,Sheena Prince
POLICY-a040fd94-9086-4ad4-b553-deaf9fc53554,2189.45,Jason Cook
POLICY-a04247f9-50dc-4b92-b596-3db3e1fae861,4797.32,Daniel Johnson DDS
POLICY-a04cbefe-bc91-4294-96ae-0c0a81b04ab2,14457.55,Amy Vasquez
POLICY-a0579176-4514-47f5-994a-9a15883139dd,7050.29,Mark Higgins
POLICY-a05e7615-ea54-4338-85a9-a4773496a190,3075.62,Cody Harrell
POLICY-a06adeb1-2ee4-4d54-8cd0-3d551a3d6b24,3631.3,Christine Andrews
POLICY-a06ea716-012e-43ed-a51c-344ef852d362,5379.79,Jennifer Cervantes
POLICY-a0775d96-8d4f-4c5b-b140-f63f9ee9181a,1167.41,Ashley Nguyen
POLICY-a0856392-af7f-423b-99af-79ff05bf0d14,1985.46,Lydia Yates
POLICY-a086c37a-ef85-4f16-be2b-bed3b80a07c1,12369.36,Carrie Martinez
POLICY-a08a1625-295c-4270-847d-3a7b8da0b28a,4213.15,Destiny Clark
POLICY-a0901172-74d6-4ac4-8849-ccb9f6826cfa,10563.62,Lauren Harding
POLICY-a0915f95-e256-465b-b61d-f6cd09f64020,2304.23,Amanda Perkins
POLICY-a0931eff-0beb-4c37-8ce1-e02e62e2d19f,2152.4,Elizabeth Gonzalez
POLICY-a099d4cc-c47a-48e4-8080-91e997356592,2351.02,Chloe Rodriguez
POLICY-a0a20570-b2bc-4d6e-b56f-8018612ed503,1461.77,Lisa Stewart
POLICY-a0a8ac26-43a2-4513-b363-1520d1a47c82,4121.91,Monica Randolph
POLICY-a0ab3375-9be1-4e02-b4b2-89dc676ac76c,1593.8,Devin Chavez
POLICY-a0cc3bc2-6280-4c0a-92dc-e438c48b5c80,14165.32,Holly Peterson
POLICY-a0d13722-4a40-4f76-b173-537f02b5fd33,3468.42,Timothy Martinez
POLICY-a0d4db78-087b-40fe-8263-807d5688187c,5583.09,Scott Navarro
POLICY-a0d94a13-2e3b-49c0-9545-08169790ef4d,4764.26,Nicole Washington
POLICY-a0db7e87-df2f-4cb2-b732-adbe6d1ce4b0,8557.51,Michael Campbell
POLICY-a0dd6bb2-f6f7-4e55-af04-fe832e99bbcb,7539.74,Amanda Perkins
POLICY-a0dfab03-0b77-46c9-a272-4dfcf8db1e53,4679.83,Sara Wood
POLICY-a0e1a602-d015-423b-b710-48afc0b48503,745.42,Cynthia Miller
POLICY-a0eb94f4-a3c9-4abb-ae7f-5839d2de83da,11370.99,Jackie Carrillo
POLICY-a0f19f97-145a-49f4-8830-70f569ad2e41,16882.14,Cindy Whitaker
POLICY-a0f58a50-e5b8-481e-84c5-2e11bea9363d,561.24,Michele Mason
POLICY-a0f8c2bd-ac47-4e59-90d9-dbe82f97e9f3,1918.71,Kathleen Anderson
POLICY-a0f97fcc-907e-4d9e-999c-93c91c5bfb02,2796.87,Michael Campbell
POLICY-a0ff127c-5648-4267-a4cd-42fc0f7e3456,12320.31,Marissa Jimenez
POLICY-a0ffd6b6-b829-4498-8b5d-5f12341d9d7f,3209.98,Kenneth Wade
POLICY-a1052625-4847-4e57-b954-626046d16b78,7309.6,Kathleen Anderson
POLICY-a106d730-e560-47ad-91d2-965215f01f1f,2683.77,Barbara Jones
POLICY-a10ad093-28e0-45cc-afcd-d9ce41a05a0a,531.05,Jerry Joseph
POLICY-a112d7ad-2bd4-46a9-9b62-3e0465eb364d,4752.98,Daniel Martin
POLICY-a115f830-f1c1-435a-8cc6-650edc0a7dff,4540.18,Aaron Randall
POLICY-a118be44-4bb9-47ff-8642-9bed960feb84,4114.82,Paige Wood
POLICY-a118c101-3ba1-4e01-a385-85ccba451fd0,4811.32,Stanley Donovan
POLICY-a11efd82-1485-4a9b-b7b7-82b7e473fe12,12917.22,Kristie Knight
POLICY-a1375ecc-e9fe-4b4b-9340-8fb53b5bb9ab,2118.73,Heather Young
POLICY-a13b3e47-12b6-4c40-8451-0310d8effce7,6167.51,Herbert Garcia
POLICY-a14257f5-a9eb-4680-88d7-17b7deae3601,3538.97,Michelle Simpson
POLICY-a14370ce-24e0-43b1-87f0-f1897925ced8,2104.45,Amanda Perkins
POLICY-a143e468-118c-4bd9-b665-710f5a685184,4588.81,Joshua Castro
POLICY-a14e0098-5a51-4a50-963d-74dd127117af,12561.6,Justin Ballard
POLICY-a14fa593-ecdd-4a54-98e2-3632a5415ae5,3623.33,Nancy Williams
POLICY-a1500d1d-cf09-48b9-b3b1-7e145f0fab99,1551.87,Reginald Clark
POLICY-a151b827-ed6a-49d7-92c5-4c62ab1d1315,2713.18,Maxwell Griffin
POLICY-a158fbbb-8b3f-4875-beef-178a2766e869,3343.78,Kimberly Pacheco
POLICY-a163dc9e-5807-4e0b-810f-93dbdf5b2b91,4621.16,Mary Wagner
POLICY-a1759a32-f6a5-4a5c-8fff-c55361332029,4614.8,Catherine Williams
POLICY-a17774b2-ff5c-4199-a5a1-aeef9f6312ac,3708.19,Brian Olson
POLICY-a180558b-5ab1-4a92-a4e1-d1b5b0094227,6871.33,Shannon Nguyen
POLICY-a195d7fb-1f2c-4812-a11c-c2481bf35d8b,15683.88,Kimberly Pennington
POLICY-a1960156-3d99-48f7-9738-b62018dc7347,1478.88,Dr. Antonio Turner MD
POLICY-a19d4305-36c4-4090-8fd1-782600cd0a92,10828.5,Jennifer Cervantes
POLICY-a19ebe6a-faba-4e27-99aa-5a4e35eb347d,2825.09,Cindy Roberts MD
POLICY-a1a0f759-9ac5-47e8-9cfc-ee7fc0fc85e5,7730.32,Stacy Bruce
POLICY-a1a33dd3-6b0c-481b-b2e8-fc8487a89bb0,5778.15,Andrea Trevino
POLICY-a1a6d816-58a1-4f22-a65e-35b21a35f339,8625.55,Chad Silva
POLICY-a1ac7632-8652-450a-9347-5f2726b2d57b,3731.36,Jason Parker
POLICY-a1ad5023-0548-4fde-94ab-677c576aa420,10718.56,Brian Olson
POLICY-a1af0ffe-278e-41d4-94ff-a98a697d0372,10541.08,April Mullins
POLICY-a1b025e0-02fc-4ec9-b3a5-6cfdee5558a5,5736.37,Michael Sosa
POLICY-a1b2f6e4-1f89-433a-be5f-cf643a55b557,6548.38,Claudia Copeland
POLICY-a1d07d4a-4e45-4f51-8948-c25babaf96e3,3732.98,Ellen Morales
POLICY-a1d1c423-f8e0-4168-933b-842c6b4b9e7d,2039.41,Darrell Anderson
POLICY-a1d6c818-e7aa-4f5f-bf07-393312dc9dfb,3595.22,Jordan Horn
POLICY-a1d7b836-1f26-4730-a088-6e960a923539,4544.16,Stacy Bradley
POLICY-a1d8364c-0af2-4ee1-808e-4a357fb36ee6,3825.04,Heather Young
POLICY-a1ddcde5-265c-4b74-80bc-57dccf6cb9c7,8605.41,Eric Hutchinson
POLICY-a1e1a1d7-3cee-461f-b254-1f25cb7ef24d,2985.6,Michael Martin
POLICY-a1f6da15-1bab-4cf4-8f34-0aa9b06fdc57,4745.11,Jackie Carrillo
POLICY-a1fc86d7-7e9a-4dd8-8656-254da05de0b8,1361,John Greene
POLICY-a1fe4b4f-ec3c-468f-8b4a-948429b202b9,4106.98,Cindy Hall
POLICY-a201e7df-ba7e-4e97-94b1-1f2cf6b81620,2756.47,Shawn Richardson
POLICY-a20ac33c-dfdb-4128-9df5-bb3e72955c58,1161.34,Kevin Harvey
POLICY-a20ec9c0-64eb-4735-b375-a494dea3ca92,15879.73,Ronald Thompson
POLICY-a21a8aef-24c6-4762-8e35-3e681826bec9,4045.65,Sara Wood
POLICY-a21ee791-bec6-48f8-83e9-8f31a2b96073,5738.14,Austin Evans
POLICY-a222891d-fafa-4feb-bdf7-7edcd8340437,7463.92,Stacey Silva
POLICY-a22492f8-6029-4c44-bd5f-903e6784092a,10427.75,Colleen Robinson
POLICY-a2313523-5d17-4a31-b0a3-c1832ee744b9,11032.9,Jared Schneider
POLICY-a23a4680-8cf9-4875-996e-629a100dbe71,1419.05,Thomas Vega
POLICY-a249842d-802b-4865-bcae-c0b1ad1192d6,13693.42,Suzanne Miller
POLICY-a249d477-7303-404d-bccf-cbce2f33d7ae,19270.17,Raymond Wolf
POLICY-a24e2710-64cb-4262-8654-09cdb5d005bd,4306.3,Jessica Garcia
POLICY-a24faa32-6c29-4408-893b-f2258d72a5ab,5823.72,Jerome Livingston
POLICY-a2536183-747c-49d7-a19f-9f824aee97c4,2612.61,Justin Ballard
POLICY-a260115e-703b-4c77-8c39-68e09325f2a8,5945.47,Jo Huerta
POLICY-a2712f85-7a3c-476c-8abd-4af96f33f582,3156.14,Dana Proctor
POLICY-a2728c38-9892-4ff1-b1f5-2584c240b836,6930.39,Stephanie Smith
POLICY-a2751ed2-cd72-494c-b502-42a09632f5ec,4435.29,Rachel Lee
POLICY-a2771735-9da2-4637-b37b-03ef123f7de2,8709.74,Jason Parker
POLICY-a27d79b2-5143-401d-aa77-a6fa96470728,13331.99,Victor Mora
POLICY-a282df40-966a-4fd1-a0f9-72322ed5c394,9723.46,Jerry Cruz
POLICY-a286abc9-2e5f-4c7e-91c4-a3bb84b23baa,7192.64,Sheila Rodriguez
POLICY-a28bf6e2-1e89-40ba-99cb-81218fdb79f3,2118.67,Thomas Pham
POLICY-a28c7c01-3d66-4c5c-b55b-1fd3d60ac219,4765.86,Joshua Suarez
POLICY-a2945627-c0e0-409a-9dd0-c5847857a63e,3281.13,Daniel Johnson DDS
POLICY-a297bc3b-98bd-4335-87eb-4e26d51704e5,2957.08,Jerry Farley
POLICY-a29c61b4-87e2-484f-9542-da211abcd5ad,5662.1,Adam Garcia
POLICY-a2a396b9-822c-4e0c-87ad-eaa103a375c3,7516.75,Dennis Martinez
POLICY-a2a84875-86d3-4573-9b3f-e5a90fc7c5c6,14074.27,Brian Wilson
POLICY-a2adab68-af49-414c-b9dc-bfa3f23bc538,2681.52,Billy Moreno
POLICY-a2b5045b-fe76-44dc-be8f-28beafeca89e,10784.98,Chelsey Horne
POLICY-a2bb7967-d4d8-4cfa-a142-389b12783b71,4704.79,Barbara Sanders
POLICY-a2bcaef0-50f6-463d-916a-b877968a2eee,10753.53,Debra Dawson
POLICY-a2be527b-a97d-4ad2-b280-eab709302d68,7151.39,Brenda Clark
POLICY-a2c045f6-d90b-4ed2-8a25-16f9b8c5c619,4387.22,Erin Pham
POLICY-a2c5f370-e5d1-4ecc-8a9e-a2b2d418fd63,11675.79,Carla Frederick
POLICY-a2c61b34-6f87-4fa2-8a88-8a6a6c53d51b,2273.78,David Cruz
POLICY-a2caad1e-a3e1-4f79-91c6-bd5ace4222b5,11667.97,Lydia Yates
POLICY-a2d8e40d-683c-448b-bd24-0ce45f94e2e5,19899.86,Douglas Stone
POLICY-a2db2e41-b942-4e41-a7c5-b8bc334a9b13,14363,Steven Huang
POLICY-a2db78e9-139f-40c3-8073-7f281db6453d,8620.93,Ethan Miller
POLICY-a2e22d66-541c-442b-8efa-97ed2085674f,9956.03,John Wright
POLICY-a2e29e22-cdf2-49d4-87fb-a4f85dc7a91d,4205.62,Matthew Coleman
POLICY-a2e3a908-2f1e-4882-a25e-9246e40ee511,4224.68,Jordan Gonzalez
POLICY-a2eded70-6bf1-4bf3-b75f-70aaaefa057a,7935.35,Crystal Benjamin
POLICY-a2f031ec-37c6-47f1-bef4-77fe9af1e2c8,6837.09,Marcus Mcconnell
POLICY-a2ff54bb-0e68-4095-8479-e31cbfa1f8eb,1499.58,William Jordan
POLICY-a3009f92-79ba-49e2-b06a-2b50e88fbe90,14743.52,Terri Page
POLICY-a30386ea-5e9f-46b4-b490-cdef649ff57c,14750.65,Kristina Campbell
POLICY-a304a73f-0da2-4b94-9a55-94363698e2de,4400.36,Nancy Mayer
POLICY-a3098148-d3af-44f2-af9b-c86d7a9c545e,5662.53,Ronald Holland
POLICY-a30a2afd-40c4-4331-8122-1cdc260a63fc,4634.12,Kevin Harvey
POLICY-a30a40f4-6076-4741-bfd2-284c501eec79,7892.83,Thomas Vega
POLICY-a30e8b44-b282-4510-ab6c-b4eaa17c4c50,1247.6,Anna Jones
POLICY-a31460bb-ee5c-45ad-954c-936e5cc68f91,6539.24,Colleen Adams
POLICY-a3166407-f702-483c-ac80-1680a4d000f3,3817.4,Bradley Mcclure
POLICY-a319ff01-0a04-458c-aed4-5e8f50c6c541,9880.09,Devin Chavez
POLICY-a31d931d-37ad-4fc3-a205-225b76082eb6,3900.52,Jacob Short MD
POLICY-a31dd371-2854-4ad6-9d83-b0ed0f69c3ca,2683.59,Sarah Flowers
POLICY-a323fdf6-27f6-4158-a49e-53441931a847,5071.94,Rodney Richardson
POLICY-a32cbad1-34ac-4d8f-a09a-4ca9ddcf2061,4812.55,Erin Sanchez
POLICY-a32da957-ffba-4ba2-b81b-f93b5b5bdded,9822.45,Miranda Mendoza
POLICY-a32ea92a-592f-4512-8897-35ef35712704,13517.17,Nicolas Robertson
POLICY-a32f4d93-f2aa-4b0b-b075-9d8198a427bc,4790.8,Deanna Maldonado
POLICY-a334836e-21f2-4771-a103-4b4a9b75149c,7101.26,Angela Adkins
POLICY-a3355e71-b1e9-4702-8ba6-812b757e5170,1514.86,Daniel Johnson DDS
POLICY-a337a366-c021-4334-b28a-f8a2dac9ae9f,3982.31,Sherry Manning
POLICY-a33eeec7-e39a-40fe-bb85-fca2817ab2a3,3328.99,Jordan Horn
POLICY-a340c21d-6bb2-4b86-a241-eb474d295a16,6380.09,Amy Lane
POLICY-a343c55c-c0b4-4ac3-a01c-db16305a2e8a,6326.91,Mr. Jonathan Murphy
POLICY-a34c1d92-c50a-4c64-a9df-11fe9bbda39c,4771.43,Megan Smith
POLICY-a3574132-ffdd-4751-8f04-a0ffbb2e7331,15307.76,Dennis Martinez
POLICY-a35fd20c-1525-49e3-b666-6edcf2b894fc,3044.28,Colleen Hill
POLICY-a360c709-8be1-4343-bc30-a86be91271cb,1500.08,John Greene
POLICY-a3659f92-675e-4119-90a9-b124afc45f68,4560.81,Jennifer Travis
POLICY-a36690a5-0e2b-4635-b733-d305fdea7c91,13051.3,Benjamin Byrd
POLICY-a3696fb4-d2bc-456b-88b2-dcf992329875,965.22,Victoria Long
POLICY-a36f6dcd-98f8-458a-b012-2406e9134449,19597.21,Tamara Santos
POLICY-a3706bc9-6713-464c-aaac-08ca7369ccb3,2032.68,Christopher Tucker
POLICY-a37959ac-2d04-4f77-b13e-79d2f889da9b,2146.59,Stanley Donovan
POLICY-a37cd8ac-4311-4d3e-97ee-fae1ff96d233,1263.4,John Sanders
POLICY-a37fd42e-b0ce-4987-a5b0-827f5c349de3,8315.85,Jonathan Moore
POLICY-a382904e-ef98-4598-a1e2-e9f055c277d6,4094.79,Scott Marks
POLICY-a3832a34-64ea-4198-8802-1875db49651a,8671.66,Jerry Cruz
POLICY-a3893da3-7d55-43c4-b5fc-d31850eaa4ef,5798.19,Caleb Martin
POLICY-a38a589e-a920-48d3-b91a-5b1aec0a17ad,2994.33,Kathy Gutierrez
POLICY-a3910cde-f304-41d9-8b87-2f635888588c,3454.78,David Mitchell
POLICY-a39170bd-3c0c-400c-b971-8aa6e4fde5da,4864.79,April Clarke
POLICY-a3938871-b590-4f92-8f33-e07a468b4b2a,4724.63,Barbara Perez
POLICY-a396ea4a-a46a-4155-989f-2b65fb2016ff,3363.98,William Reed
POLICY-a3975a91-7fd7-4f25-821f-c70c5c402795,5221.03,Lauren Harding
POLICY-a3a376a8-ff32-4404-bb18-e507ea179824,7192.89,Holly Rose
POLICY-a3a7e251-49dd-470d-88ed-6559bf1d3924,8076.37,Ethan Walker
POLICY-a3b91d5a-59f9-4ed5-8923-4e163130bc49,14343.23,Joseph Padilla
POLICY-a3c6d2a1-6c95-46de-9ea0-20d943fcd3eb,11861.21,Mary Thomas
POLICY-a3cbb64a-6c2b-4f92-a9f0-3134c3e81392,9806.2,Richard Hayes
POLICY-a3cf73c5-6cbb-4f11-a87e-ced67cff1dea,3029.64,Ethan Miller
POLICY-a3d0a14e-ca18-43f3-b74d-c6244657bfec,972.73,Justin Boyd
POLICY-a3d0f367-49e2-4691-a493-39fa9e8bb1d5,6508.38,Jennifer Cervantes
POLICY-a3dc1d7d-dea7-48c8-971a-7e06d43fde03,13730.21,Heather Young
POLICY-a3e526bb-51d8-47de-a9be-0d08487180f8,7725.42,Jason Carroll
POLICY-a3e5706f-f500-4658-adc6-91d40b73b1fd,2178.94,Robert Jenkins
